roaster_location,coffee_origin,roast_level,agtron,est_price,review_date,aroma,acidity_structure,body,flavor,aftertaste,with_milk,acidity
"Tainan City, Taiwan","Nariño Department, Colombia",Medium-Light,54/72,NT $350/240 grams,February 2022,9,9,8,9,8,NA,NA
"Tainan City, Taiwan",Ethiopia; Rwanda; Panama,Medium-Light,53/71,NT $400/240 grams,February 2022,8,8,9,9,8,NA,NA
"New Taipei City, Taiwan","Brunca Region, Costa Rica",Medium-Light,58/78,NT$400/227 grams,February 2022,9,9,9,9,8,NA,NA
"New Taipei City, Taiwan","Gedeb District, Gedeo Zone, southern Ethiopia",Medium-Light,60/77,NT$350/227 grams,February 2022,9,9,8,9,8,NA,NA
"New Taipei City, Taiwan","Sidama growing region, southern Ethiopia",Light,64/88,NT $500/227g,February 2022,9,9,9,9,8,NA,NA
"Truckee, California","Huila Department, Colombia",Medium-Light,58/78,$23.00/12 ounces,February 2022,9,8,9,9,8,NA,NA
"Battle Creek, Michigan","Tarrazu growing region, Costa Rica",Light,64/84,$20.00/12 ounces,February 2022,8,8,9,9,7,NA,NA
"Chicago, Illinois",Africa,Light,62/80,$11.75/10.5 ounces,February 2022,9,9,9,9,8,NA,NA
"Taichung, Taiwan",Ethiopia; Kenya; Peru,Medium-Light,58/80,NT $1000/227 grams,February 2022,9,NA,8,9,8,9,NA
"Taichung, Taiwan",El Salvador; Guatemala; Nicaragua,Medium,50/67,NT $800/227 grams,February 2022,8,NA,8,9,8,9,NA
"Sacramento, California",Indonesia; Ethiopia,Medium-Light,58/76,$18.00/12 ounces,February 2022,9,9,9,9,8,NA,NA
"Tainan City, Taiwan",Kenya; Colombia,Medium-Light,57/74,NT $490/150 grams,February 2022,9,9,9,9,8,NA,NA
"Chia-Yi, Taiwan",El Salvador; Guatemala; Honduras,Medium,46/64,NT $200/8 ounces,February 2022,9,8,9,9,8,NA,NA
"Charlotte, North Carolina",Papua New Guinea; Guatemala,Medium,52/68,$16.00/12 ounces,February 2022,9,8,9,9,8,NA,NA
"San Diego, California",Brazil; Guatemala; Indonesia,Medium-Light,52/70,$18.00/12 ounces,February 2022,9,8,9,9,8,NA,NA
"Newport Beach, California",Colombia; Ethiopia,Medium-Light,57/77,$17.00/12 ounces,February 2022,9,9,8,9,8,NA,NA
"Battle Creek, Michigan",Ethiopia; Guatemala,Medium-Light,60/78,$16.00/12 ounces,February 2022,9,8,8,9,8,NA,NA
"Houston, Texas",Colombia; Ethiopia,Medium-Light,56/72,$16.00/12 ounces,February 2022,9,8,8,9,8,NA,NA
"Yilan, Taiwan",Ethiopia; Honduras; Brazil,Medium,50/68,NT $480/400 grams,February 2022,9,8,8,9,8,NA,NA
"Madison, Wisconsin","Nyeri County, Kenya",Medium-Light,58/78,$22.00/12 ounces,February 2022,9,9,9,9,8,NA,NA
"Holualoa, Hawaii","Holualoa, North Kona, Big Island of Hawai’i",Medium-Light,52/70,$45.00/16 ounces,February 2022,8,8,9,9,8,NA,NA
"Holualoa, Hawai’i","Holualoa, North Kona, Big Island of Hawai’i",Medium,46/64,$35.00/16 ounces,February 2022,8,8,9,9,7,NA,NA
"Taichung, Taiwan",Colombia; Guatemala; Brazil; Ethiopia,Medium,47/65,NT $350/200 grams,February 2022,9,NA,8,9,8,9,NA
"Taichung, Taiwan",Colombia; Guatemala; Brazil; Ethiopia,Medium,49/67,NT $300/200 grams,February 2022,9,NA,8,9,7,9,NA
"Manassas, Virginia","Tolima Department, Colombia",Medium-Light,60/76,$34.95/8 ounces,February 2022,9,9,9,9,8,NA,NA
"Manassas, Virginia","Los Naranjos, Juayua, Sonsonate, El Salvador",Medium-Light,54/72,$15.99/12 ounces,February 2022,9,9,9,9,8,NA,NA
"Manassas, Virginia","Dondon, Haiti",Medium-Light,58/78,$15.99/12 ounces,February 2022,9,8,8,9,8,NA,NA
"Manassas, Virginia","Tolima Department, Colombia",Medium-Light,60/76,$24.95/8 ounces,February 2022,9,8,8,9,8,NA,NA
"Manassas, Virginia",Bolivia,Medium-Light,58/76,$12.99/12 ounces,February 2022,9,8,8,9,8,NA,NA
"Hsinchu, Taiwan",Colombia; Ethiopia; Kenya,Light,64/82,NT $450/240 grams,February 2022,9,8,8,9,8,NA,NA
"Madison, Wisconsin","Antigua, Guatemala",Medium-Light,56/76,$19.00/12 ounces,January 2022,9,9,9,9,8,NA,NA
"Madison, Wisconsin","Kabiufa, Eastern Highlands, Papua New Guinea",Light,60/82,$18.00/12 ounces,January 2022,9,9,9,9,9,NA,NA
"Chia-Yi, Taiwan","Sidama growing region, southern Ethiopia",Medium-Light,60/78,NT $400/4 ounces,January 2022,9,9,9,10,9,NA,NA
"Thermopolis, Wyoming","Sipi Falls, Bugisu Region, Uganda",Medium-Light,56/74,$18.00/12 ounces,January 2022,9,8,9,9,8,NA,NA
"Madison, Wisconsin","Gedeb District, Gedeo Zone, southern",Medium-Light,60/76,$20.00/12 ounces,January 2022,9,9,9,9,9,NA,NA
"Chia-Yi, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,57/77,NT $210/8 ounces,January 2022,9,NA,9,9,9,9,NA
"Madison, Wisconsin","Sabanilla de Alajuela, Central Valley, Costa Rica",Medium-Light,58/80,$18.00/8 ounces,January 2022,9,9,9,9,8,NA,NA
"Madison, Wisconsin","Guji Zone, Oromia Region, Ethiopia",Medium-Light,57/75,$19.00/12 ounces,January 2022,8,9,9,9,8,NA,NA
"Thermopolis, Wyoming","Ka’u growing region, Big Island of Hawai’i",Medium-Light,58/78,$38.50/12 ounces,January 2022,9,8,8,9,8,NA,NA
"New Taipei City, Taiwan","Bench-Maji Zone, Southern Ethiopia",Light,64/82,NT $475/113 grams,January 2022,9,9,9,9,9,NA,NA
"Minneapolis, Minnesota","Simalungun, Sumatra, Indonesia",Medium-Light,54/72,$25.00/12 ounces,January 2022,9,9,9,9,8,NA,NA
"Bozeman, Montana","Hayma Dakhiliya growing region, Sana’a Governorate, Yemen",Medium-Light,57/73,$13.95/4 ounces,January 2022,9,9,9,9,8,NA,NA
"Bozeman, Montana","Kirinyaga County, south-central Kenya",Medium-Light,58/76,$16.95/12 ounces,January 2022,9,9,8,9,9,NA,NA
"Crystal Lake, Illinois","Cauca, Colombia",Medium-Light,60/77,$29.00/12 ounces,January 2022,9,8,8,9,8,NA,NA
"Crystal Lake, Illinois","Guji Zone, Ethiopia",Medium-Light,60/77,$24.00/12 ounces,January 2022,9,9,8,9,8,NA,NA
"Yilan, Taiwan","Sidama growing region, southern Ethiopia",Light,62/80,NT $650/200 grams,January 2022,9,9,8,9,8,NA,NA
"Jersey City, New Jersey","Boquete, Panama",Light,62/80,$25.00/8 ounces,January 2022,9,9,9,9,9,NA,NA
"Denver, Colorado","Guji Zone, Oromia region, southern Ethiopia",Medium-Light,60/78,$19.00/12 ounces,January 2022,9,8,9,9,9,NA,NA
"Jersey City, New Jersey","Sidama (also Sidamo) growing region, southern Ethiopia",Medium-Light,59/77,$25.00/8 ounces,January 2022,9,9,9,9,8,NA,NA
"Denver, Colorado","Guji Zone, Oromia region, southern Ethiopia",Medium-Light,59/75,$19.00/12 ounces,January 2022,9,8,8,9,8,NA,NA
"Caotun, Nantou, Taiwan",Ethiopia; Guatemala; Brazil,Medium-Light,56/72,NT $650/455 grams,January 2022,9,8,8,9,8,NA,NA
"Conrad, Montana","Tarrazu, Costa Rica",Medium-Light,58/74,$25.00/12 ounces,January 2022,9,8,9,9,8,NA,NA
"Taoyuan City, Taiwan",Ethiopia; Costa Rica,Medium-Light,54/72,NT $350/230 grams,January 2022,9,NA,9,9,8,9,NA
"Taoyuan City, Taiwan",Brazil; Costa Rica; Guatemala; Ethiopia,Medium-Light,52/70,NT $300/230 grams,January 2022,9,NA,9,8,8,9,NA
"Taoyuan City, Taiwan",Ethiopia; Colombia; Honduras,Medium-Light,55/70,NT $350/230 grams,January 2022,8,NA,8,9,8,9,NA
"Chicago, Illinois",Not disclosed,Medium,52/69,$11.75/10.5 ounces,January 2022,9,NA,8,9,7,9,NA
"Chicago, Illinois",Not disclosed,Medium-Light,58/74,$11.75/10.5 ounces,January 2022,9,8,8,8,7,NA,NA
"Yilan, Taiwan","Sidama growing region, southern Ethiopia",Medium-Light,62/78,"NA (available in store only)",January 2022,9,9,9,9,9,NA,NA
"Yilan, Taiwan","Guji Zone, Oromia region, southern Ethiopia",Medium-Light,58/74,NT $550/200 grams,January 2022,9,9,8,9,8,NA,NA
"Chicago, Illinois",Not disclosed,Medium,52/68,$12.25/10.5 ounces,January 2022,8,7,8,8,7,NA,NA
"Chicago, Illinois",Not disclosed,Medium-Dark,42/57,$12.25/10.5 ounces,January 2022,8,7,7,7,7,NA,NA
"Chicago, Illinois",Not disclosed,Medium-Light,58/78,$12.25/10.5 ounces,January 2022,7,7,7,8,7,NA,NA
"Chicago, Illinois",Not disclosed,Medium,46/62,$11.75/10.5 ounces,January 2022,8,7,7,8,7,NA,NA
"Taoyuan, Taiwan","Yirgacheffe growing region, south-central Ethiopia",Medium,44/60,NT $850/8 ounces,January 2022,9,NA,9,9,10,9,NA
"Minneapolis, Minnesota","Kona, Big Island of Hawai’i",Medium-Light,60/76,$25.00/4 ounces,January 2022,9,9,9,9,8,NA,NA
"Madison, Wisconsin","Nyeri County, Kenya",Medium-Light,56/78,$22.00/12 ounces,January 2022,9,8,9,9,8,NA,NA
"Reno, Nevada","Gedeb District, Gedeo Zone, southern Ethiopia",Medium-Light,58/78,$19.00/12 ounces,January 2022,9,8,8,9,8,NA,NA
"Minneapolis, Minnesota","Ka’u growing region, Big Island of Hawai’i",Medium-Light,58/76,$30.00/4 ounces,January 2022,9,9,9,9,8,NA,NA
"Reno, Nevada","Gedeb District, Gedeo Zone, southern Ethiopia",Medium-Light,54/72,$20.50/12 ounces,January 2022,9,8,9,9,8,NA,NA
"Reno, Nevada","Gedeb District, Gedeo Zone, southern Ethiopia",Medium-Light,58/78,$20.00/12 ounces,January 2022,9,8,8,9,8,NA,NA
"Reno, Nevada",Huila Colombia,Medium-Light,54/72,$17.00/12 ounces,January 2022,8,7,8,8,7,NA,NA
"Kaohsiung, Taiwan",Guatemala; Ethiopia,Medium-Light,54/72,NT $500/227 grams,December 2021,9,NA,8,8,8,9,NA
"Kaohsiung, Taiwan","Central Valley, Costa Rica",Medium-Light,60/80,NT $500/227 grams,December 2021,8,8,9,9,8,NA,NA
"Madison, Wisconsin","Trujillo, Valle del Cauca, Colombia",Medium-Light,58/80,$30.00/8 ounces,December 2021,9,9,9,9,9,NA,NA
"Minneapolis, Minnesota","Boquete growing region, Panama",Light,64/88,$50.00/4 ounces,December 2021,9,9,9,9,9,NA,NA
"Minneapolis, Minnesota","Gedeb District, Gedeo Zone, southern Ethiopia",Medium-Light,57/79,$25.00/12 ounces,December 2021,9,9,9,9,9,NA,NA
"Madison, Wisconsin","Al Mashtal ul Burhani, Yemen",Medium-Light,56/74,$20.00/8 ounces,December 2021,9,8,9,9,8,NA,NA
"San Diego, California","Palencia, Guatemala",Medium-Light,60/74,$26.00/12 ounces,December 2021,9,9,9,9,9,NA,NA
"San Diego, California","Acatenango, Guatemala",Light,62/80,$24.00/8 ounces,December 2021,9,9,9,9,8,NA,NA
"Billings, Montana","Tarrazu, Costa Rica",Medium-Light,58/78,$26.00/12 ounces,December 2021,9,8,9,9,8,NA,NA
"Chia-Yi City, Taiwan",Kenya,Medium-Light,60/80,NT $800/16 ounces,December 2021,9,9,9,9,8,NA,NA
"Macao, China","Guji Zone, Oromia Region, southern Ethiopia",Light,65/83,HKD $208/120 grams,December 2021,8,8,8,9,7,NA,NA
"Antigua, Guatemala","Alotenango, Antigua, Guatemala",Medium-Light,56/77,$13.00/12 ounces,December 2021,8,NA,8,8,8,9,NA
"Antigua, Guatemala","Huehuetenango Department, Guatemala",Medium-Light,58/73,$13.00/12 ounces,December 2021,8,8,8,8,8,NA,NA
"Antigua, Guatemala","Cobán, Alta Verapaz Department, Guatemala",Light,63/80,$13.00/12 ounces,December 2021,8,8,8,8,8,NA,NA
"Tainan City, Taiwan","Nyeri growing region, south-central Kenya",Medium-Light,54/72,NT $500/8 ounces,December 2021,9,8,9,9,8,NA,NA
"Antigua, Guatemala","Antigua, Guatemala",Medium-Light,56/68,$10.00/12 ounces,December 2021,9,8,8,9,8,NA,NA
"Antigua, Guatemala","El Progresso Department, Guatemala",Light,58/84,$13.00/12 ounces,December 2021,8,7,7,8,7,NA,NA
"Antigua, Guatemala","Antigua, Guatemala",Light,65/79,$16.50/12 ounces,December 2021,8,7,7,8,7,NA,NA
"Antigua, Guatemala","Antigua, Guatemala",Medium,48/56,$5.00/12 ounces,December 2021,8,7,8,8,7,NA,NA
"Tainan City, Taiwan",Not disclosed,Medium,46/62,NT$450/8 ounces,December 2021,9,NA,8,9,7,9,NA
"Antigua, Guatemala","Antigua, Guatemala",Light,66/84,$16.50/12 ounces,December 2021,8,8,8,8,8,NA,NA
"Antigua, Guatemala","Antigua, Guatemala",Medium-Light,59/76,$16.50/12 ounces,December 2021,8,9,8,9,8,NA,NA
"Antigua, Guatemala","Antigua, Guatemala",Light,63/83,$13.00/12 ounces,December 2021,8,7,7,8,7,NA,NA
"Antigua, Guatemala","Antigua, Guatemala",Medium,52/64,$5.00/12 ounces,December 2021,8,7,8,9,7,NA,NA
"London, England","Boquete growing region, western Panama",Medium-Light,59/77,£100/150-gram packet,December 2021,9,9,9,10,9,NA,NA
"Grove City, Pennsylvania","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,60/78,$16.00/10 ounces,December 2021,9,9,8,9,8,NA,NA
"Martinez, California","Yirgacheffe growing region, south-central Ethiopia",Medium-Light,58/78,$12.00/8 ounces,December 2021,9,9,8,9,8,NA,NA
"Martinez, California","Nyeri growing region, south-central Kenya",Medium-Light,57/77,$12.00/8 ounces,December 2021,9,9,9,9,8,NA,NA
"Martinez, California","Odo Shakiso District, Guji Zone, Oromia region, southern Ethiopia",Medium-Light,58/76,$12.00/8 ounces,December 2021,9,8,9,9,8,NA,NA
"Taoyuan, Taiwan","Bench-Maji Zone, Southern Ethiopia",Light,62/80,NT $550/8 ounces,December 2021,9,9,9,9,8,NA,NA
"Jersey City, New Jersey","Boquete growing region, western Panama",Light,64/84,$50.00/6 ounces,December 2021,9,9,9,9,8,NA,NA
"Mountain View, Hawai’i","Ka’u growing region, Big Island of Hawai’i",Medium-Light,62/78,$19.00/4 ounces,December 2021,9,8,9,9,9,NA,NA
"Topeka, Kansas","Poás Volcano region, Alajuela Province, Costa Rica",Medium-Light,58/76,$22.00/12 ounces,December 2021,9,9,9,9,9,NA,NA
"Floyd, Virginia","Bona Zuria, Sidama Region, Ethiopia",Medium-Light,60/78,$21.99/12 ounces,December 2021,9,9,9,10,9,NA,NA
"Floyd, Virginia",Colombia; Guatemala; Costa Rica; Ethiopia,Medium-Light,58/76,$20.99/12 ounces,December 2021,9,9,9,9,8,NA,NA
"Chiya-Yi, Taiwan","Sidama Region, Ethiopia",Light,60/82,NT $375/8 ounces,December 2021,9,9,9,9,8,NA,NA
Branford Connecticut,"Cañas Verdes, Boquete growing region, Panama",Medium-Light,58/80,$75.00/12 ounces,December 2021,9,9,9,9,9,NA,NA
"Chiya-Yi, Taiwan","Tierras Altas, Chiriquí Province, Panama",Medium-Light,59/81,NT $1250/4 ounces,December 2021,9,9,9,10,9,NA,NA
"Chiya-Yi, Taiwan","Potrerillo Arriba, Boquete, Panama",Medium-Light,58/77,"NT $1,400/4 ounces",December 2021,9,9,9,9,9,NA,NA
"Chiya-Yi, Taiwan","Jurutungo, Renacimiento, Panama",Light,60/84,"NT $1,000/4 ounces",December 2021,9,9,9,9,8,NA,NA
"Minneapolis, Minnesota","Benguet, Philippines",Medium-Light,60/78,$20.00/6 ounces,November 2021,9,9,8,9,8,NA,NA
"Hong Kong, China","Palestina, Huila, Colombia",Medium-Light,58/78,NA,November 2021,9,9,9,9,8,NA,NA
"Hong Kong, China","Chiriqui Province, far western Panama",Medium-Light,58/82,$280.00/70 grams; $200.00/50 grams,November 2021,9,9,9,9,9,NA,NA
"San Diego, California","Guji Zone, southern Ethiopia",Medium-Light,60/76,$25.00/12 ounces,November 2021,9,9,8,9,7,NA,NA
"Holualoa, Hawai’i","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium-Light,56/80,$62.95/8 ounces,November 2021,9,NA,9,9,8,9,NA
"Oakland, California","Sidama (also Sidamo) growing region, southern Ethiopia",Medium-Light,56/78,$17.00/12 ounces,November 2021,8,8,9,9,8,NA,NA
"Portland, Maine","Bombe mountains, Sidama Region, southern Ethiopia",Medium-Light,59/77,$18.50/16 ounces,November 2021,8,8,8,9,8,NA,NA
"Sacramento, California","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,57/75,$20.00/12 ounces,November 2021,9,8,8,9,8,NA,NA
"San Diego, California","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,58/80,$16.00/250 grams,November 2021,9,8,8,9,8,NA,NA
"Oakland, California","Concepción Huista, Huehuetenango Department, Guatemala",Medium-Light,54/74,$15.00/12 ounces,November 2021,8,8,8,8,8,NA,NA
"Portland, Maine","Gedeb District, Gedeo Zone, southern Ethiopia",Light,62/84,$18.50/12 ounces,November 2021,8,8,8,8,8,NA,NA
"San Diego, California","Kirinyaga County, Kenya",Medium-Light,58/76,$16.50/250 grams,November 2021,9,9,9,9,8,NA,NA
"Holualoa, Hawai’i","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium-Light,57/78,$89.95/8 ounces,November 2021,9,9,9,9,9,NA,NA
"Holualoa, Hawai’i","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium-Light,56/78,$49.95/8 ounces,November 2021,9,9,9,9,9,NA,NA
"Manassas, Virginia","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,56/72,$15.99/12 ounces,November 2021,9,9,8,9,8,NA,NA
"Sacramento, California","Nyeri growing region, south-central Kenya",Medium-Light,58/76,$23.50/12 ounces,November 2021,9,8,9,9,8,NA,NA
"Manassas, Virginia",Bolivia,Medium-Light,50/77,$15.99/12 ounces,November 2021,8,8,9,8,7,NA,NA
"Sacramento, California","Sidamo (also Sidama) growing region, south-central Ethiopia",Medium-Light,57/79,$20.00/12 ounces,November 2021,9,8,8,9,8,NA,NA
"Manassas, Virginia","Marcala, Honduras",Medium-Light,58/74,$12.99/12 ounces,November 2021,8,8,8,9,8,NA,NA
"Redding, California","Sidamo (also Sidama) growing region, south-central Ethiopia",Medium-Light,58/80,$35.00/300 grams,November 2021,9,9,9,9,8,NA,NA
"Taipei, Taiwan","Hambela Dimtu, Guji, Ethiopia",Medium-Light,58/80,NT $350/227 grams,November 2021,9,NA,9,9,8,9,NA
"Johns Creek, Georgia","Huila Department, Colombia",Medium-Light,52/70,$28.00/12 ounces,November 2021,9,8,9,9,8,NA,NA
"New Taipei City, Taiwan","Sidama growing region, southern Ethiopia",Light,64/82,NT $575/4 ounces,November 2021,9,9,9,10,9,NA,NA
"Nantou, Taiwan","San Vito, Puntarenas Province, Costa Rica",Light,62/80,NT $500/227 grams,November 2021,8,8,9,9,8,NA,NA
"Nantou, Taiwan",Ethiopia; Guatemala; Honduras,Medium-Light,56/72,NT $350/227 grams,November 2021,9,NA,9,9,8,9,NA
"Chia-Yi, Taiwan",Colombia; Brazil; Kenya,Medium-Light,56/72,NT $380/227 grams,November 2021,9,8,9,9,8,NA,NA
"Belvedere, New Jersey","Llano Bonito de Narajo, Alajuela Province, Costa Rica",Medium-Light,58/76,$21.00/12 ounces,November 2021,8,7,8,8,7,NA,NA
"Holualoa, Hawaii","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium-Light,58/80,$49.95/8 ounces,November 2021,9,9,9,10,9,NA,NA
"Minneapolis, Minnesota","Boquete growing region, western Panama",Medium-Light,57/79,$150.00/4 ounces,November 2021,10,9,9,10,9,NA,NA
"Big Lake, Alaska","Sidamo (also Sidama) growing region, south-central Ethiopia",Light,62/80,$145.00/4 ounces,November 2021,9,9,9,10,9,NA,NA
"Holualoa, Hawai’i","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium-Light,60/78,$62.95/8 ounces,November 2021,9,9,9,10,9,NA,NA
"Big Lake, Alaska","Sidamo (also Sidama) growing region, south-central Ethiopia",Light,64/80,$26.50/4 ounces,November 2021,9,9,9,9,9,NA,NA
"Minneapolis, Minnesota","Kurtistown, Puna, “Big Island” of Hawai’i",Medium-Light,60/78,$30.00/4 ounces,November 2021,9,9,9,9,9,NA,NA
"Holualoa, Hawaii","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium-Light,56/78,$62.95/8 ounces,November 2021,9,9,9,9,9,NA,NA
"San Diego, California","Tolima Department, Colombia",Light,63/83,$23.00/12 ounces,November 2021,9,8,9,9,8,NA,NA
"Durango, Colorado","Tolima Department, Colombia",Medium-Light,58/78,$19.95/12 ounces,November 2021,9,9,9,9,8,NA,NA
"San Diego, California","Sidamo (also Sidama) growing region, south-central Ethiopia",Medium-Light,60/76,$22.00/12 ounces,November 2021,9,9,9,9,9,NA,NA
"San Diego, California","Odo Shakiso District, Western Guji, Ethiopia",Light,65/83,$25.00/12 ounces,November 2021,9,9,9,9,8,NA,NA
"Charlotte, North Carolina",Papua New Guinea; Costa Rica,Medium-Light,52/72,$16.00/12 ounces,November 2021,9,NA,8,9,8,9,NA
"Albuquerque, New Mexico","Gedeb District, Gedeo Zone, southern Ethiopia",Medium,56/64,$16.00/12 ounces,November 2021,9,9,9,9,8,NA,NA
"Tequesta, Florida","Bombe mountains, Sidama Region, southern Ethiopia",Light,64/80,$22.00/12 ounces,November 2021,9,9,9,9,8,NA,NA
"Osaka, Japan","San Augustín, Huila Department, Colombia",Light,76/92,¥1680/100 grams,November 2021,10,9,9,10,8,NA,NA
"San Diego, California","Santa Barbara, Antioquia Department, Colombia",Medium-Light,57/77,$25.00/12 ounces,November 2021,9,9,9,9,8,NA,NA
"San Diego, California","La Argentina, Huila Department, Colombia",Medium-Light,60/78,$95.00/4 ounces,November 2021,9,9,9,10,9,NA,NA
"Chia-Yi, Taiwan","Acatenango growing region, central Guatemala",Light,62/88,NT $375/4 ounces,November 2021,9,9,9,10,9,NA,NA
"Topeka, Kansas","Caicedonia, Valle del Cauca Department, Colombia",Light,62/80,$60.00/8 ounces,November 2021,9,9,9,9,9,NA,NA
"San Jose, California","Ngorongoro, Tanzania",Medium-Light,62/78,$120.00/6 ounces,November 2021,9,9,9,9,9,NA,NA
"San Rafael, California","Cundinamarca Department, central Colombia",Medium-Light,56/72,$40.00/4 ounces,November 2021,9,9,9,9,8,NA,NA
"Yilan, Taiwan","Pasco Department, Villa Rica, Peru",Medium-Light,59/77,NT $800/100 grams,November 2021,9,9,9,9,8,NA,NA
"Taipei, Taiwan","Huehuetenango Department, Guatemala",Light,62/80,NT $1000/200 grams,November 2021,9,9,9,9,8,NA,NA
"Branford, Connecticut","Lourdes de Naranjo, West Valley, Costa Rica",Medium-Light,58/80,$49.99/16 ounces,November 2021,9,9,9,9,8,NA,NA
"Taipei, Taiwan","Oromia growing region, southern Ethiopia",Light,64/80,$28.00/225 grams,November 2021,9,8,9,9,8,NA,NA
"Madison, Wisconsin","Worka-Sakaro, Gedeb District, Gedeo Zone",Medium-Light,58/80,$19.00/12 ounces,November 2021,9,9,9,9,9,NA,NA
"San Diego, California","Chalatenango Department, El Salvador",Medium-Light,60/77,$21.00/12 ounces,November 2021,9,9,9,9,9,NA,NA
"Bozeman, Montana","Guji Zone, southern Ethiopia",Light,62/80,$18.95/12 ounces,November 2021,9,9,9,9,8,NA,NA
"Madison, Wisconsin","Chelchele, Gedeb District, Gedeo Zone, Ethiopia",Medium-Light,58/78,$18.00/8 ounces,November 2021,9,9,9,9,9,NA,NA
"Bozeman, Montana","Risaralda, Caldas Department, Colombia",Medium-Light,58/76,$11.99/4 ounces,November 2021,9,9,9,9,8,NA,NA
"Madison, Wisconsin","Hambela Wamena, Guji Zone, Oromia, Ethiopia",Medium-Light,62/78,$18.00/12 ounces,November 2021,9,9,9,9,8,NA,NA
"Minneapolis, Minnesota","Kona, Big Island of Hawai’i",Medium-Light,60/76,$50.00/4 ounces,November 2021,9,8,9,9,8,NA,NA
"New Taipei City, Taiwan","Guji Zone, Oromia Region, Southern Ethiopia",Light,64/82,NT $550/250 grams,November 2021,9,9,9,9,8,NA,NA
"Madison, Wisconsin","Sierra Madre, Chiapas, Mexico",Medium-Light,56/78,$16.00/12 ounces,November 2021,9,9,8,9,8,NA,NA
"Shanghai, China","Lincong, Yunnan Province, China",Medium,46/72,¥88/16 ounces,November 2021,9,NA,8,9,8,9,NA
"Shanghai, China",Ethiopia,Medium-Light,58/70,¥78/16 ounces,November 2021,9,NA,9,9,8,8,NA
"Bozeman, Montana",Kenya; Ethiopia,Medium-Light,58/78,$17.95/12 ounces,November 2021,9,8,8,9,8,NA,NA
"Shanghai, China",Guatemala; Indonesia,Medium-Light,55/73,¥78/16 ounces,November 2021,9,NA,8,8,8,9,NA
"Taipei, Taiwan","Nyeri growing region, south-central Kenya",Medium-Light,52/76,NT $400/120 grams,November 2021,9,NA,9,9,9,9,NA
