names,brand,score,roaster_location,coffee_origin,roast_level,agtron,est_price,review_date,aroma,acidity_structure,body,flavor,aftertaste,review_text,url,with_milk,acidity
Simon Hsieh Aroma Roast Coffees,Chasing Horizon Natural Espresso,95,"Taoyuan, Taiwan",Ethiopia,Medium,48/64,NT $800/8 ounces,June 2022,9,NA,9,9,8," Simon Hsieh Aroma Roast Coffees  -  Blind Assessment: Evaluated as espresso. Decadently floral-toned with fruit underpinnings. Plumeria, black cherry, chocolate fudge, dark caramel, singed cedar in aroma and small cup. Creamy-smooth mouthfeel; crisply chocolaty, distinctly floral finish.   -  Notes: A blend of three natural-processed Ethiopia coffees roasted for espresso. In addition to his retail roasting operation, Aroma Roast Coffees, Simon Hsieh also operates Soaring Phoenix Trading, a business focused on purpose-built commercial espresso blends and high-quality single-origin coffees. Customers can also visit the new showroom, Chateau Andy, in Taipei City. Visit www.facebook.com/4ArtsZeroDefectCoffees or call 886-0983-749876 for more information.  -  The Bottom Line: A darker-roasted natural-processed blend of three Ethiopian coffees roasted for espresso. This blend is even more floral than fruity, and that’s saying something, given that it is very fruity!  -  This review originally appeared in the June, 2022 tasting report: Fruit Bombs Are the Point: Natural-Processed Espressos Defy Convention  - ",https://www.coffeereview.com/review/chasing-horizon-natural-espresso/,10,NA
Barrington Coffee Roasting,Supernatural,95,"Lee, Massachusetts","Sidama Region, south-central Ethiopia",Medium-Light,56/74,$18.45/12 ounces,June 2022,9,NA,9,10,8," Barrington Coffee Roasting  -  Blind Assessment: Evaluated as espresso. Complex, richly tart, sweetly herbaceous. Watermelon candy, sassafras, star jasmine, dark chocolate, hint of eucalyptus in aroma and small cup. Viscous, syrupy mouthfeel; crisp, sweetly herbal finish. In cappuccino format, balanced, bright, deep, juicy and chocolaty.  -  Notes: Produced by smallholding farmers around Durato Bombe Farm under the direction of Asefa and Mulugeta Dukamo largely from local landrace varieties of Arabica, and processed by the natural method (dried in the whole fruit). Barrington Coffee is an artisan roaster dedicated to elite coffees, fresh delivery and roasting that foregrounds the coffee and not the roast. Visit www.barringtoncoffee.com or call 800-528-0998 for more information.  -  The Bottom Line: This is a vertical coffee, from a launchpad of dark chocolate notes straight up through candy-like fruit and heady florals — call it a contemplative’s desert-island espresso.  -  This review originally appeared in the June, 2022 tasting report: Fruit Bombs Are the Point: Natural-Processed Espressos Defy Convention  - ",https://www.coffeereview.com/review/supernatural/,9,NA
Felala Coffee Lab,Ethiopia Alemaza Natural SOE,95,"Taipei, Taiwan","Sidama Region, south-central Ethiopia",Medium-Light,58/77,NT $360/8 ounces,June 2022,9,NA,9,9,9," Felala Coffee Lab  -  Blind Assessment: Evaluated as espresso. Juicy, richly aromatic, sweetly tart. Dark chocolate, pomegranate, sandalwood, lilac, blood orange zest in aroma and small cup. Syrupy-smooth mouthfeel; long, flavor-saturated finish. High-toned and chocolaty in three parts milk, supported by elegant floral and rich aromatic wood notes.  -  Notes: Southern Ethiopia coffees like this one are largely produced from distinctive indigenous Ethiopian landrace varieties of Arabica long grown in their respective regions. This is a dry-processed or “natural” version, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Felala Coffee Lab is an experimental roastery and coffee shop specializing in nano-lot coffees. Visit https://m.facebook.com/groups/4342401375773135/ for more information.  -  The Bottom Line: A strikingly composed natural-processed single-origin espresso with high-toned fruit, spicy-sweet florals, deep chocolate notes, and a pleasing herbaceous throughline.  -  This review originally appeared in the June, 2022 tasting report: Fruit Bombs Are the Point: Natural-Processed Espressos Defy Convention  - ",https://www.coffeereview.com/review/ethiopia-alemaza-natural-soe/,9,NA
Hula Daddy Kona Coffee,Kona Natural Espresso,95,"Holualoa, Hawai’i","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium-Light,57/77,$62.95/8 ounces,June 2022,9,NA,9,9,9," Hula Daddy Kona Coffee  -  Blind Assessment: Evaluated as espresso. Richly chocolaty, sweetly nutty, subtly fruity. Nutella, dried red currant, magnolia, pink grapefruit zest, rosewood in aroma and small cup. Crisp, syrupy mouthfeel; the dessert-like finish centers around notes of Nutella and magnolia. In three parts milk, plush, flavor-saturated and lingering.  -  Notes: Produced by Karen and Lee Patterson, of Hula Daddy Farm, entirely of the Kona Typica variety of Arabica, and processed by the natural anaerobic method (whole fruit is fermented in hermetically sealed vessels before drying) with the addition of wine yeasts during fermentation. Hula Daddy is a boutique coffee producer with farms at the 1,400- and 2,500-foot levels of the Mount Hualalai volcano near the northern end of the Kona growing district, five minutes above the town of Kailua-Kona. Visit www.huladaddy.com or call 888-553-2339 for more information. This new coffee is available by email: [email protected].   -  The Bottom Line: A Kona on steroids: Hula Daddy is just beginning to roast for espresso applications, and this natural Kona, grown on the company’s higher-altitude farm, impressively captures the classic potential of Kona Typica in espresso format.  -  This review originally appeared in the June, 2022 tasting report: Fruit Bombs Are the Point: Natural-Processed Espressos Defy Convention  - ",https://www.coffeereview.com/review/kona-natural-espresso/,9,NA
modcup coffee,Colombia Tres Dragones,95,"Jersey City, New Jersey","Caicedonia, Valle de Cauca Department, Colombia",Medium-Light,60/76,$22.50/10 ounces,June 2022,9,9,9,9,9," modcup coffee  -  Blind Assessment: Richly sweet-savory, fruit-forward, juicy. Dried pineapple, dark chocolate, wine barrel, magnolia, hop flowers in aroma and cup. Richly sweet-savory structure with high-toned acidity; plush, viscous mouthfeel. The fruit-driven finish is complicated by notes of wine barrel and magnolia.   -  Notes: Produced by Rigoberto and Rodrigo Herrera of Finca Potosi entirely of the Colombia variety of Arabica and processed by the natural method (dried in the whole fruit). modcup coffee, founded in 2013, focuses on fresh roasting and distinctive natural-processed coffees. Visit https://modcup.com for more information.  -  The Bottom Line: A sweetly fermenty fruit bomb with both vibrantly bright and savory-deep impulses, juicy and complex.  - ",https://www.coffeereview.com/review/colombia-tres-dragones/,NA,NA
Paradise Roasters,Colombia Quindio Anaerobic Natural,94,"Minneapolis, Minnesota","Quindio Department, Colombia",Medium-Light,61/79,$30.00/12 ounces,June 2022,9,9,9,9,8," Paradise Roasters  -  Blind Assessment: Richly fruit and spice-toned. Dried elderberry, clove, agave syrup, marjoram, sandalwood in aroma and cup. Sweet-savory structure with vibrant acidity; syrupy-smooth mouthfeel. The resonant finish leads with notes of elderberry and sandalwood.
  -  Notes: Produced by smallholding farmers and processed by the natural anaerobic method ((whole fruit is fermented in hermetically sealed vessels before drying). Paradise prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.   -  The Bottom Line: A deeply satisfying, savory-sweet Colombia anaerobic with wide-ranging aromatics and dried fruit and warming spices on the palate.  - ",https://www.coffeereview.com/review/colombia-quindio-anaerobic-natural/,NA,NA
Paradise Roasters,Colombia Pink Bourbon,94,"Minneapolis, Minnesota","Pitalito, Huila Department, Colombia",Medium-Light,60/77,$19.00/6 ounces,June 2022,9,9,9,9,8," Paradise Roasters  -  Blind Assessment: Complex, nuanced, high-toned. Wild raspberry, honeysuckle, cocoa nib, tangerine zest, honey in aroma and cup. Sweetly tart with juicy-bright acidity; full, satiny-smooth mouthfeel. The inviting finish leads with notes of cocoa nib and honey.  -  Notes: Produced by Carlos Ramon Diaz of Finca La Esperanza entirely of the Pink Bourbon variety of Arabica, and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). Paradise prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.   -  The Bottom Line: A focused, complex Colombia Pink Bourbon with top notes of wild berry and cocoa nib and a throughline of spicy-sweet florals and citrus zest.  - ",https://www.coffeereview.com/review/colombia-pink-bourbon-3/,NA,NA
Mostra Coffee,Philippine Farmer Milled Lot,93,"San Diego, California","Atok, Benguet, The Philippines",Medium,48/62,$26.00/14 ounces,June 2022,9,8,9,9,8," Mostra Coffee  -  Blind Assessment: Spice-toned, deeply chocolaty. Dark chocolate, baking spices, cashew butter, lily, molasses in aroma and cup. Crisply sweet with gentle, round acidity; plush, creamy mouthfeel. Quiet, nutty finish supported by notes of baking spices.  -  Notes: Produced by a small community of coffee growers at Sitio Naguey and processed by the washed method at Kalsada Mill. Mostra Coffee is a women-, minority-, veteran-, and immigrant-owned micro-roaster based in north county San Diego. For more information, visit www.mostracoffee.com.  -  The Bottom Line: A balanced, rich-toned, darker roasted coffee from smallholding farmers in The Philippines — chocolaty, floral, and driven by notes of baking spices.  - ",https://www.coffeereview.com/review/philippine-farmer-milled-lot/,NA,NA
modcup coffee,Colombia Cumbarco Lot 397,93,"Jersey City, New Jersey","Caicedonia, Valle de Cauca Department, Colombia",Medium-Light,59/75,$20.00/12 ounces,June 2022,9,9,8,9,8," modcup coffee  -  Blind Assessment: Crisply chocolaty, richly nut-toned. Baking chocolate, almond butter, plum, cedar, maple syrup in aroma and cup. Sweet structure with juicy acidity; velvety mouthfeel. The flavorful finish leads with notes of baking chocolate and almond with hints of plum.  -  Notes: Produced by smallholding farmers surrounding the famous Café La Granja La Esperanza farm from trees of the Caturra, Castillo and Colombia varieties of Arabica, and processed by the traditional washed method at La Granja. modcup coffee, founded in 2013, focuses on fresh roasting and distinctive natural-processed coffees. Visit https://modcup.com for more information.  -  The Bottom Line: A classic washed Colombia cup with crisp stonefruit notes, balanced acidity, a richly sweet structure.  - ",https://www.coffeereview.com/review/colombia-cumbarco-lot-397/,NA,NA
JBC Coffee Roasters,Meridiano Ecuador,93,"Madison, Wisconsin","Quito, Pichincha Province, Ecuador",Medium-Light,58/77,$18.00/12 ounces,June 2022,9,8,9,9,8," JBC Coffee Roasters  -  Blind Assessment: Bright, deep-toned. Bing cherry, almond nougat, lemon verbena, cane sugar, cedar in aroma and cup. Sweet structure with gentle, smooth acidity; very full satiny mouthfeel. The crisp finish centers around notes of almond nougat and lemon verbena.  -  Notes: Produced by Mario Hervas of Finca Meridiano entirely of the Typica Mejorado variety of Arabica, and processed by the washed method. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information  -  The Bottom Line: A nuanced, multi-layered Ecuador cup that’s paradoxically both bright and deep.  - ",https://www.coffeereview.com/review/meridia-ecuador/,NA,NA
Paradise Roasters,Malaysia Sabah Honey,92,"Minneapolis, Minnesota","Sabah State, East Malaysia",Medium-Light,62/78,$25.00/6 ounces,June 2022,9,8,9,9,8," Paradise Roasters  -  Blind Assessment: Richly sweet, delicately spice-toned. Baking chocolate, date, brown sugar, nutmeg, fresh-cut oak in aroma and cup. Sweet-toned structure with brisk acidity; smooth, silky mouthfeel. The finish consolidates to notes of baking chocolate and nutmeg.  -  Notes: Produced by Fabian Willem and processed by the honey method (skins are removed but at least some of the sticky fruit flesh is allowed to dry on the beans). Paradise prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.   -  The Bottom Line: A fine cup from the Malaysian state of Sabah, which occupies part of the island of Borneo: sweet, spice-toned; original and rare.  - ",https://www.coffeereview.com/review/malaysia-sabah-honey/,NA,NA
1980 CAFE,Ruby Sweet Lychee,92,"Tainan, Taiwan","Yirgacheffe growing region, southern Ethiopia",Medium-Light,60/76,NT $450/227 grams,June 2022,8,9,8,9,8," 1980 CAFE  -  Blind Assessment: Fruit-toned, delicately floral. Magnolia, plum, almond, cedar, cane sugar in aroma and cup. Crisply sweet structure with brisk acidity; silky mouthfeel. Wood-framed finish with undertones of almond and cane sugar.  -  Notes: Produced by smallholding farmers largely from landrace varieties of Arabica long grown in the region, and processed by the traditional washed method (fruit skin and flesh are removed from the beans before they are dried). 1980 CAFE is a specialty coffee roaster and cafe in Tainan, Taiwan. Visit https://www.1980cafetw.com for more information.  -  The Bottom Line:  A friendly, gently fruit- and floral-driven washed Ethiopia cup.  - ",https://www.coffeereview.com/review/ruby-sweet-lychee/,NA,NA
