,score,roaster,title,Roaster Location,Coffee Origin,Roast Level,Agtron,Est. Price,blind_assessment,notes,bottom_line
0,93,modcup coffee,Colombia Cumbarco Lot 397,"Jersey City, New Jersey","Caicedonia, Valle de Cauca Department, Colombia",Medium-Light,59/75,$20.00/12 ounces,"Crisply chocolaty, richly nut-toned. Baking chocolate, almond butter, plum, cedar, maple syrup in aroma and cup. Sweet structure with juicy acidity; velvety mouthfeel. The flavorful finish leads with notes of baking chocolate and almond with hints of plum.","Produced by smallholding farmers surrounding the famous Café La Granja La Esperanza farm from trees of the Caturra, Castillo and Colombia varieties of Arabica, and processed by the traditional washed method at La Granja. modcup coffee, founded in 2013, focuses on fresh roasting and distinctive natural-processed coffees. Visit"," A classic washed Colombia cup with crisp stonefruit notes, balanced acidity, a richly sweet structure."
0,93,JBC Coffee Roasters,Meridiano Ecuador,"Madison, Wisconsin","Quito, Pichincha Province, Ecuador",Medium-Light,58/77,$18.00/12 ounces,"Bright, deep-toned. Bing cherry, almond nougat, lemon verbena, cane sugar, cedar in aroma and cup. Sweet structure with gentle, smooth acidity; very full satiny mouthfeel. The crisp finish centers around notes of almond nougat and lemon verbena.","Produced by Mario Hervas of Finca Meridiano entirely of the Typica Mejorado variety of Arabica, and processed by the washed method. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit"," A nuanced, multi-layered Ecuador cup that’s paradoxically both bright and deep."
0,92,Paradise Roasters,Malaysia Sabah Honey,"Minneapolis, Minnesota","Sabah State, East Malaysia",Medium-Light,62/78,$25.00/6 ounces,"Richly sweet, delicately spice-toned. Baking chocolate, date, brown sugar, nutmeg, fresh-cut oak in aroma and cup. Sweet-toned structure with brisk acidity; smooth, silky mouthfeel. The finish consolidates to notes of baking chocolate and nutmeg.","Produced by Fabian Willem and processed by the honey method (skins are removed but at least some of the sticky fruit flesh is allowed to dry on the beans). Paradise prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit"," A fine cup from the Malaysian state of Sabah, which occupies part of the island of Borneo: sweet, spice-toned; original and rare."
0,92,1980 CAFE,Ruby Sweet Lychee,"Tainan, Taiwan","Yirgacheffe growing region, southern Ethiopia",Medium-Light,60/76,NT $450/227 grams,"Fruit-toned, delicately floral. Magnolia, plum, almond, cedar, cane sugar in aroma and cup. Crisply sweet structure with brisk acidity; silky mouthfeel. Wood-framed finish with undertones of almond and cane sugar.","Produced by smallholding farmers largely from landrace varieties of Arabica long grown in the region, and processed by the traditional washed method (fruit skin and flesh are removed from the beans before they are dried). 1980 CAFE is a specialty coffee roaster and cafe in Tainan, Taiwan. Visit ","  A friendly, gently fruit- and floral-driven washed Ethiopia cup."
0,90,1980 CAFE,Fruits Island,"Tainan, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,58/76,NT $450/227 grams,"Gently sweet-tart. Pomegranate, orange zest, agave syrup, fir, lily in aroma and cup. Tart structure with brisk acidity; velvety mouthfeel. Gently drying, wood-framed finish.","Produced by smallholding farmers, entirely of the 74110 variety of Arabica, and processed by the natural method (dried in the whole fruit). 1980 CAFE is a specialty coffee roaster and cafe in Tainan, Taiwan. Visit ", A quietly inviting natural-processed Ethiopia cup with tart fruit and distinct aromatic wood notes.
0,92,Kasasagi Coffee Roasters,Kasasagi,"Taipei, Taiwan",Guatemala; Costa Rica,Medium-Light,56/72,NT $500/200 grams,"Evaluated as espresso. Sweet, richly nut-toned. Almond brittle, freesia, dried apple, cedar, lemon zest in aroma and small cup. Crisp, satiny mouthfeel; gently drying, wood-framed finish. In three parts milk, nut tones are amplified, supported by a hint of freesia-like flowers.",A blend of coffees from Guatemala and Costa Rica roasted for espresso applications. Kasasagi is a Taiwan-based company that specializes in roasting “Japanese-style” coffees. Both companies are based in Taipei. Visit ," A deeply sweet, nutty espresso blend redolent of almond brittle supported, both in the straight shot and in milk, by spicy floral notes."
0,92,Kasasagi Coffee Roasters,Syunmei Espresso Blend,"Taipei, Taiwan",Ethiopia; Panama; Guatemala; El Salvador,Medium-Light,54/77,NT $500/200 grams,"Evaluated as espresso. Richly sweet-tart. Bing cherry, dark chocolate, fir, almond, gardenia in aroma and small cup. Crisp, velvety mouthfeel; chocolaty, wood-toned finish. Notes of dark chocolate and gardenia lead in cappuccino-scaled milk.",A blend of coffees from four origins roasted for espresso applications. Kasasagi is a Taiwan-based company that specializes in roasting “Japanese-style” coffees. Visit ," A friendly, accessible espresso blend with tart fruit and dark chocolate notes. Especially attractive in cappuccino format."
0,94,SkyTop Coffee,Peru Gesha,"Manlius, New York","Pacaybamba growing region, Peru",Medium-Light,60/77,$30.00/12 ounces,"Complex, multi-layered, richly aromatic. Blood orange, wisteria, black sage, dried apricot, caramelized walnut in aroma and cup. Sweetly bright structure with vibrant, balanced acidity; lively, silky-smooth mouthfeel. The resonant finish centers around notes of dried apricot and black sage.","Produced by Feliciano Huayllas Candia of Kukipata Belen Farm entirely of the admired Gesha (also spelled Geisha) variety of Arabica, and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). This coffee took 11th place in the 2021 Peru Cup of Excellence Competition. SkyTop Coffee is a USDA certified-organic specialty coffee roaster based in Manlius, New York. For more information, visit"," A high-toned, spice-driven, very floral Peru Gesha cup. A good value for this impressive, rare, usually expensive coffee variety. "
0,95,Taster's Coffee,Ecuador Loja Hacienda La Papaya Bourbon Sidra 168hr Anaerobic Natural,"New Taipei City, Taiwan","San Lorenzo, Saraguro, Loja, Ecuador",Light,64/84,NT $330/113 grams,"Aromatically exhilarating, deeply sweet-savory. Concord grape, hop flowers, pineapple saltwater taffy, cashew brittle, black sage in aroma and cup. Savory-leaning structure with winey acidity; full, syrupy mouthfeel. Crisp, bittersweet finish.","Produced by Juan Peña, of "," An integrated, sensorially diverse experimental Ecuador cup characterized by savory floral notes, unabashed fruit, and exciting aromatics."
0,92,Hub Coffee Roasters,Santa Elena Colombia Caturra Natural,"Reno, Nevada","Antioquia Department, Colombia",Medium-Light,57/75,$19.50/12 ounces,"Gently sweet-tart, fruit-toned. Dried plum, cocoa nib, fresh-cut oak, lemon verbena, freesia-like flowers in aroma and cup. Delicately tart structure with brisk acidity; crisp, satiny mouthfeel. Cocoa and cedar notes lead the quiet finish.",Produced by Samuel Roldan of Finca Santa Elena entirely of the Caturra variety of Arabica and processed by the natural method (dried in the whole fruit). Hub Coffee Roasters is a specialty roaster focused on single-origin coffees with several cafes in the Reno area. Visit ," An easygoing, approachable natural-processed Colombia cup with a sweetly tart cup profile complicated by hints of cocoa nib and spicy florals."
0,90,Hub Coffee Roasters,Decaf Colombia Finca Las Nubes,"Reno, Nevada",Colombia,Medium-Light,58/76,$18.00/12 ounces,"Crisply chocolaty, deeply sweet. Baking chocolate, cashew, caramel, fresh-cut fir, oregano in aroma and cup. Sweet-toned structure with gentle, round acidity; full, syrupy mouthfeel. Gently drying finish with notes of crisp chocolate and cashew.","Produced at Finca Las Nubes entirely of the Caturra variety of Arabica and processed by the washed method. Decaffeinated using ethyl acetate, an organic compound derived from sugar cane. Hub Coffee Roasters is a specialty roaster focused on single-origin coffees with several cafes in the Reno area. Visit "," A balanced, crisply sweet decaffeinated Colombia cup with an especially plush mouthfeel."
0,93,Peach Coffee Roasters,Nicaragua Selva Negra,"St. Johns, Georgia","Matagalpa, Nicaragua",Medium-Light,58/76,$18.00/12 ounces,"Deeply fruity, richly chocolaty. Grape candy, chocolate fudge, magnolia, walnut butter, agave syrup in aroma and cup. Crisply sweet-taert structure with brisk acidity; plush, syrupy mouthfeel. Quietly fruit-toned, chocolaty finish.","Produced at Selva Negra Farm and processed by the natural method (dried in the whole fruit). Peach Coffee Roasters is an Atlanta, Georgia-based specialty roaster. Visit", A resonant Nicaragua natural cup with a throughline of grape candy and chocolate fudge.
0,93,Peach Coffee Roasters,Colombia UVI Cochidas,"St. Johns, Georgia","Huila Department, Colombia",Medium-Light,55/77,$19.99/12 ounces,"Spice-toned, balanced, crisply sweet. Baking spices, caramel, lily, almond, orange zest in aroma and cup. Crisp, sweet structure with bright acidity; smooth, satiny mouthfeel. Almond notes lead in the finish, supported by caramel and orange zest.","The organization Unblended Ventola Institute (UVI) describes itself as an incubator for young coffee growers to become young coffee entrepreneurs. Peach Coffee Roasters is an Atlanta, Georgia-based specialty roaster. Visit", A fine Colombia cup — sweet-toned with lively citrus and baking spice notes — by a collective that supports emerging farmers.
0,95,Mute Roaster,Panama Finca Deborah Afterglow Geisha Natural,"Macao, China","Volcán growing region, Chiriquí Province, Panama",Light,62/80,HKD $498/105 grams,"Nuanced, richly sweet, delicately tart. Pineapple, sage, cocoa nib, wild honey, lilac in aroma and cup. Balanced, bright structure with lively, phosphoric acidity; viscous, silky mouthfeel. The finish is long, harmoniously integrated, flavor-laden.","Produced by Jamison Savage of Finca Deborah entirely from the trees of the celebrated Geisha variety of Arabica, and processed by the natural method (dried in the whole fruit). Mute Roaster is a specialty coffee roaster based in Macao, China. Visit https://www.facebook.com/muteroaster for more information."," An inviting, harmoniously complex, multi-layered natural Geisha cup with particularly deep, vibrant aromatics. "
0,94,Oak & Bond Coffee Company,Colombia Exótico De Altura,"Charlotte, North Carolina","Giraldo, Antioquia, Colombia",Medium-Light,54/74,$18.00/12 ounces,"Rich-toned, chocolaty, balanced. Dark chocolate, hazelnut butter, blackberry, yuzu, fresh-cut oak in aroma and cup. Deeply sweet structure with gentle, round acidity; plush, satiny-smooth mouthfeel. Particularly rich, complex finish, chocolaty and long.",Produced by smallholding farmers organized around Grupo Giraldo Ex," A multi-layered washed Colombia cup with leading notes of dark chocolate and blackberry — intensely aromatic, balanced, deep."
0,94,Atom Coffee Roasters,Kenya Nyeri Yerihar AA Top Lot 21/01,"Douliou City, Taiwan","Nyeri growing region, south-central Kenya",Medium-Light,57/78,NT $450/220 grams,"Richly sweet, deeply savory. Lilac, black currant, lime zest, tamarind, cedar in aroma and cup. Balanced structure with lively acidity; plush, syrupy-smooth mouthfeel. The finish leads with lilac and black currant in the short; lime zest and cedar carry the long.","Despite grower discontent, unclear government coffee policy and urban encroachment on prime coffee lands, the famed Kenya coffee auction system and its participating cooperatives continue to produce some of the world's most elegant and distinctive coffees. Atom Coffee is a specialty roaster based in Douliou City, Taiwan. For more information, visit https://m.facebook.com/atomcoffee2019/."," A juicy Kenya cup with deep fruit and florals, supported by a confident sweet-savory structure."
0,95,SÖT Coffee Roaster,Colombia Wush Wush Dynamic Natural,"Osaka, Japan","San Augustín, Huila Department, Colombia",Light,75/93,$33.00/200 grams,"Sweetly tart, high-toned. Black cherry, amber, lemon verbena, hint of wine barrel, cocoa nib in aroma and cup. Juicy-bright structure with vibrant acidity; velvety-smooth mouthfeel. Fruit-toned, sweetly and gently fermenty finish.","Produced by Victor Fernando Girón of Finca La Foresta, entirely of the Ethiopian-derived Wush Wush variety of Arabica, and processed by a proprietary natural method that includes fermentation of the whole fruit with selected native yeasts in a temperature-controlled environment before drying. SÖT Coffee Roaster, based in Osaka, Japan, is a self-described Swedish-style roaster with an “aggressively light” roasting style. For more information, visit"," A multi-layered, deeply complex yeast-fermented Ethiopia Wush Wush cup with deep fruit, crisp cocoa, and a subtle sweet ferment redolent of wine barrel."
